¬ыплаты;—егмент;ƒата оплаты
61831,61;»мущество;30.09.2017
107199,92;»мущество;27.08.2020
63591,04;»мущество;21.06.2020
22621,32;»мущество;29.06.2021
153950,65;»мущество;07.10.2022
45242,64;»мущество;02.05.2019
14452,51;»мущество;16.12.2019
370768,46;»мущество;22.03.2021
33806,31;»мущество;23.06.2019
55547,91;»мущество;04.07.2019
22621,32;»мущество;04.01.2018
27899,63;»мущество;28.04.2018
44739,94;»мущество;31.03.2020
59569,48;»мущество;04.09.2020
-59569,48;»мущество;20.07.2022
59569,48;»мущество;21.10.2021
289050,2;»мущество;04.09.2018
13949,81;»мущество;13.12.2022
395747,43;»мущество;26.10.2019
236141,45;»мущество;01.04.2021
270777,2;»мущество;20.09.2021
521547,1;»мущество;22.07.2020
596951,5;»мущество;09.06.2018
45961,57;»мущество;29.10.2018
54919,54;»мущество;17.01.2022
64345,09;»мущество;25.08.2021
20673,37;»мущество;02.08.2017
95386,57;»мущество;24.12.2017
65197,16;»мущество;30.10.2020
65252,45;»мущество;25.09.2020
222442,98;»мущество;12.09.2022
93452,44;»мущество;15.01.2021
40718,38;»мущество;22.12.2020
96768,98;»мущество;18.11.2019
28905,02;»мущество;04.09.2021
73066,86;»мущество;01.09.2021
28653,67;»мущество;10.11.2018
61454,59;»мущество;28.01.2021
4712,78;»мущество;10.04.2018
59380,97;»мущество;08.07.2022
173744,31;»мущество;03.12.2018
18222,73;»мущество;23.11.2020
80670,14;»мущество;09.08.2017
125171,3;»мущество;20.07.2020
32549,57;»мущество;16.04.2021
16211,95;»мущество;19.10.2017
20422,03;»мущество;15.06.2020
18851,1;»мущество;17.06.2018
102157,88;»мущество;15.04.2022
74147,66;»мущество;05.04.2022
125674;»мущество;29.08.2020
125674;»мущество;04.10.2021
16588,97;»мущество;17.08.2017
16331,34;»мущество;17.04.2021
15709,25;»мущество;02.12.2018
35314,39;»мущество;23.10.2022
54291,17;»мущество;18.11.2021
51652,01;»мущество;06.04.2017
86398,36;»мущество;23.04.2021
271707,19;»мущество;29.08.2022
6082,62;»мущество;18.12.2018
36194,11;»мущество;12.12.2020
317023,03;»мущество;31.10.2019
27773,95;»мущество;24.03.2019
39712,37;»мущество;21.03.2018
7163,42;»мущество;01.06.2021
56678,97;»мущество;16.04.2019
102424,31;»мущество;10.06.2018
59569,48;»мущество;20.04.2021
59695,15;»мущество;02.06.2019
34949,94;»мущество;20.12.2022
23978,6;»мущество;11.11.2020
62837;»мущество;12.09.2021
57056;»мущество;23.03.2018
68240,98;»мущество;08.06.2022
292694,75;»мущество;16.02.2017
50206,76;»мущество;13.11.2018
30124,06;»мущество;24.06.2019
50269,6;»мущество;18.04.2018
133340,11;»мущество;19.07.2021
103304,03;»мущество;30.03.2018
24003,73;»мущество;14.08.2021
42100,79;»мущество;30.07.2018
90987,98;»мущество;11.05.2021
78738,52;»мущество;18.04.2017
25741,81;»мущество;28.01.2018
39971,87;»мущество;05.03.2021
123625,51;»мущество;18.06.2019
399265,98;»мущество;07.02.2021
34309;»мущество;04.07.2021
21867,28;»мущество;14.02.2021
98528,42;»мущество;21.06.2017
125988,19;»мущество;11.01.2017
18348,4;»мущество;21.06.2017
102801,33;»мущество;25.03.2018
335119,12;»мущество;17.10.2019
13572,79;»мущество;22.09.2020
39210,29;»мущество;04.06.2017
14025,22;»мущество;22.07.2017
8860,02;»мущество;08.11.2017
136908;»мущество;12.08.2022
27773,95;»мущество;17.08.2017
242084,26;»мущество;17.02.2018
502696;»мущество;22.08.2018
318989,13;»мущество;22.08.2020
35440,07;»мущество;07.01.2022
42352,14;»мущество;09.05.2017
14689,13;»мущество;31.10.2022
18222,73;»мущество;01.08.2020
18851,1;»мущество;11.05.2018
27085,02;»мущество;13.11.2020
30413,11;»мущество;12.03.2021
17971,38;»мущество;22.03.2019
15332,23;»мущество;15.08.2018
-15332,23;»мущество;29.09.2022
15332,23;»мущество;17.09.2022
50897,97;»мущество;27.10.2020
80180,01;»мущество;20.03.2020
14452,51;»мущество;11.09.2018
23249,69;»мущество;25.11.2020
71759,85;»мущество;13.01.2022
71759,85;»мущество;10.02.2019
56553,3;»мущество;14.07.2021
32423,89;»мущество;02.04.2021
258762,77;»мущество;21.08.2018
22948,07;»мущество;16.06.2021
134596,85;»мущество;24.10.2018
134471,18;»мущество;26.10.2020
23249,69;»мущество;28.08.2022
15080,88;»мущество;18.04.2022
168654,51;»мущество;05.03.2019
41975,12;»мущество;06.06.2017
151939,87;»мущество;05.10.2017
1759,44;»мущество;25.02.2021
25888,84;»мущество;20.09.2020
103052,68;»мущество;13.11.2017
30919,57;»мущество;02.12.2022
502696;»мущество;11.03.2020
125674;»мущество;13.12.2022
312928,26;»мущество;23.06.2020
4398,59;»мущество;09.08.2019
36445,46;»мущество;21.02.2022
8420,16;»мущество;13.10.2020
59255,29;»мущество;26.05.2017
39084,61;»мущество;09.11.2021
36571,13;»мущество;25.07.2019
14452,51;»мущество;01.05.2021
16098,84;»мущество;23.10.2022
79048,95;»мущество;13.03.2019
147541,28;»мущество;09.02.2022
19353,8;»мущество;09.11.2017
259139,79;»мущество;14.04.2021
125674;»мущество;09.04.2019
502696;»мущество;17.10.2017
252981,76;»мущество;17.07.2021
284651,61;»мущество;14.10.2022
357165,51;»мущество;23.04.2020
78546,25;»мущество;17.08.2021
9362,71;»мущество;08.01.2021
180719,21;»мущество;14.06.2017
50018,25;»мущество;25.01.2021
38581,92;»мущество;18.05.2019
37702,2;»мущество;09.03.2020
28249,33;»мущество;16.05.2017
19479,47;»мущество;03.06.2022
10933,64;»мущество;04.11.2021
31418,5;»мущество;17.08.2020
47190,59;»мущество;22.04.2018
131957,7;»мущество;21.11.2021
398889,28;»мущество;24.06.2022
69874,74;»мущество;28.07.2022
11903,84;»мущество;05.01.2020
42346,8;»мущество;14.06.2022
52029,04;»мущество;09.05.2017
11184,99;»мущество;04.12.2019
27019,91;»мущество;07.06.2018
57307,34;»мущество;03.07.2018
125674;»мущество;07.01.2019
76032,77;»мущество;24.11.2022
93124,43;»мущество;22.02.2018
64973,46;»мущество;06.04.2017
53285,78;»мущество;09.12.2021
44991,29;»мущество;24.02.2022
52029,04;»мущество;22.08.2019
66041,69;»мущество;02.06.2020
25260,47;»мущество;15.01.2020
28025,3;»мущество;24.12.2022
27396,93;»мущество;09.06.2018
7666,11;»мущество;27.03.2019
148957,21;»мущество;30.07.2021
31268,14;»мущество;11.06.2017
47253,42;»мущество;13.04.2017
125674;»мущество;11.04.2020
18097,06;»мущество;02.10.2019
126930,74;»мущество;10.09.2022
11687,68;»мущество;24.11.2022
134345,51;»мущество;07.07.2022
125674;»мущество;17.12.2021
114237,67;»мущество;03.03.2017
56301,95;»мущество;20.10.2018
8797,18;»мущество;24.06.2018
11712,82;»мущество;06.07.2017
24757,78;»мущество;11.03.2017
245441,32;»мущество;19.06.2017
43985,9;»мущество;18.07.2020
51149,32;»мущество;06.04.2018
16588,97;»мущество;15.11.2022
13132,93;»мущество;19.05.2022
24380,76;»мущество;03.02.2018
27773,95;»мущество;20.05.2019
28025,3;»мущество;06.12.2021
94569,69;»мущество;05.07.2021
11562,01;»мущество;12.06.2021
31795,52;»мущество;22.04.2017
8797,18;»мущество;28.10.2020
47881,79;»мущество;27.01.2020
18474,08;»мущество;11.08.2021
120647,04;»мущество;20.09.2018
67724,46;»мущество;14.11.2020
124417,26;»мущество;02.02.2019
75027,38;»мущество;30.10.2021
58941,11;»мущество;10.02.2021
44520,01;»мущество;22.01.2018
125674;»мущество;13.02.2022
80619,87;»мущество;04.06.2019
99381,74;»мущество;14.01.2019
153196,61;»мущество;30.06.2017
184819,33;»мущество;27.05.2021
67298,43;»мущество;05.11.2019
17091,66;»мущество;17.09.2022
13007,26;»мущество;24.02.2018
11687,68;»мущество;11.11.2019
34309;»мущество;27.07.2017
30664,46;»мущество;31.08.2018
279750,32;»мущество;27.04.2020
15206,55;»мущество;08.01.2021
167774,79;»мущество;18.12.2017
42528,08;»мущество;17.10.2018
57391,7;»мущество;24.09.2019
36822,48;»мущество;25.11.2017
3518,87;»мущество;08.06.2020
107714,49;»мущество;01.04.2019
143920,75;»мущество;19.08.2020
34183,33;»мущество;12.10.2020
9802,57;»мущество;29.11.2021
11562,01;»мущество;26.08.2017
16211,95;»мущество;25.08.2021
31041,48;»мущество;12.12.2018
10933,64;»мущество;04.01.2017
17594,36;»мущество;20.11.2018
54416,84;»мущество;22.05.2022
302371,64;»мущество;27.11.2019
5655,33;»мущество;22.11.2017
85961,02;»мущество;01.04.2017
49641,23;»мущество;12.04.2020
85583,99;»мущество;28.06.2020
214902,54;»мущество;08.06.2018
47504,77;»мущество;30.04.2019
13447,12;»мущество;09.06.2017
128941,52;»мущество;30.08.2022
7588,51;»мущество;31.10.2019
21490,35;»мущество;17.11.2019
14378,99;»мущество;10.12.2021
26391,54;»мущество;21.06.2018
38079,22;»мущество;05.09.2018
50143,93;»мущество;22.01.2017
23124,02;»мущество;28.03.2021
56301,95;»мущество;04.01.2022
77289,51;»мущество;08.03.2018
431690,19;»мущество;18.02.2020
22621,32;»мущество;06.04.2022
21992,95;»мущество;30.04.2018
41221,07;»мущество;27.05.2017
18097,06;»мущество;22.06.2019
179965,17;»мущество;07.01.2018
46625,05;»мущество;09.01.2019
12119,16;»мущество;01.01.2019
44801,78;»мущество;22.08.2022
46499,38;»мущество;08.02.2020
121401,08;»мущество;07.08.2020
30224,6;»мущество;16.04.2021
11813,36;»мущество;09.09.2022
224202,42;»мущество;02.05.2019
176446,3;»мущество;28.12.2017
69497,72;»мущество;17.09.2020
23501,04;»мущество;08.11.2020
167088,55;»мущество;24.05.2020
15080,88;»мущество;25.06.2019
33554,96;»мущество;06.08.2022
259339,61;»мущество;20.06.2020
355547,52;»мущество;15.09.2017
409571,57;»мущество;14.07.2017
502696;»мущество;09.11.2022
301901,79;»мущество;28.01.2022
36194,11;»мущество;25.05.2018
119390,3;»мущество;17.04.2020
125674;»мущество;14.01.2017
251725,02;»мущество;18.06.2018
125674;»мущество;30.11.2022
319588,98;»мущество;14.05.2022
291993,81;»мущество;27.02.2020
235387,4;»мущество;13.06.2018
75404,4;»мущество;01.07.2018
61768,77;»мущество;10.07.2018
228404,15;»мущество;24.11.2021
364541,53;»мущество;05.02.2022
43985,9;»мущество;17.06.2020
50772,3;»мущество;22.12.2018
38581,92;»мущество;09.06.2022
169632,25;»мущество;04.09.2020
149300,71;»мущество;03.04.2018
108079,64;»мущество;15.02.2022
108205,31;»мущество;11.12.2020
193622,84;»мущество;24.11.2018
125674;»мущество;05.08.2021
25134,8;»мущество;15.02.2018
25763,17;»мущество;04.12.2022
173555,79;»мущество;09.07.2022
140377,86;»мущество;12.05.2021
80054,34;»мущество;08.07.2018
38079,22;»мущество;21.07.2021
24317,92;»мущество;10.05.2020
144022,4;»мущество;20.12.2017
61705,93;»мущество;29.07.2022
50269,6;»мущество;14.04.2018
125674;»мущество;11.04.2020
22369,97;»мущество;08.01.2017
137306,59;»мущество;15.10.2017
17312,85;»мущество;24.12.2022
65476,15;»мущество;13.03.2018
12693,07;»мущество;12.12.2018
155207,39;»мущество;09.09.2019
148443,62;»мущество;26.07.2018
88600,17;»мущество;30.12.2017
20107,84;»мущество;01.09.2020
419817,77;»мущество;12.01.2020
11562,01;»мущество;06.09.2017
46373,71;»мущество;02.02.2022
24255,08;»мущество;02.05.2018
90222,16;»мущество;22.08.2019
17720,03;»мущество;01.02.2022
271208,26;»мущество;11.01.2021
80379,83;»мущество;25.01.2021
14201,16;»мущество;21.07.2022
21741,6;»мущество;11.04.2018
77540,86;»мущество;14.08.2018
11059,31;»мущество;20.01.2020
43608,88;»мущество;19.06.2018
57181,67;»мущество;24.03.2019
128313,15;»мущество;30.10.2020
97900,05;»мущество;31.01.2018
17720,03;»мущество;17.02.2019
53788,47;»мущество;17.01.2021
15960,6;»мущество;12.10.2018
136356,29;»мущество;10.08.2017
54039,82;»мущество;24.10.2018
37450,85;»мущество;01.05.2020
89605,56;»мущество;14.10.2020
69874,74;»мущество;18.04.2019
111724,19;»мущество;04.01.2021
30927,04;»мущество;11.07.2017
11184,99;»мущество;14.09.2021
135656,29;»мущество;02.01.2022
7414,77;»мущество;13.12.2021
119138,95;»мущество;19.08.2017
33429,28;»мущество;04.02.2022
17971,38;»мущество;03.11.2022
19982,17;»мущество;06.02.2019
6622,39;»мущество;19.04.2020
502696;»мущество;01.02.2018
32172,54;»мущество;26.01.2020
103548,26;»мущество;17.01.2020
189265,04;»мущество;21.11.2021
23626,71;»мущество;10.05.2021
29910,41;»мущество;07.12.2022
213520,13;»мущество;05.07.2017
35440,07;»мущество;14.03.2022
463133,82;»мущество;12.06.2022
169659,9;»мущество;12.05.2020
94129,83;»мущество;13.07.2022
214888,24;»мущество;23.06.2021
338440,08;»мущество;24.10.2019
216410,63;»мущество;13.12.2021
97271,68;»мущество;22.07.2020
502696;»мущество;05.03.2019
368727,52;»мущество;14.12.2019
273969,32;»мущество;18.08.2017
29407,72;»мущество;11.09.2020
502696;»мущество;11.01.2021
502696;»мущество;16.02.2021
490756,97;»мущество;23.03.2019
457327,69;»мущество;28.10.2017
423521,38;»мущество;22.02.2021
90610,95;»мущество;08.04.2019
401639,56;»мущество;05.12.2021
107980,62;»мущество;28.04.2017
445262,98;»мущество;26.01.2017
440236,02;»мущество;30.05.2020
114614,69;»мущество;20.04.2021
180593,54;»мущество;17.03.2019
153699,3;»мущество;16.03.2018
244005,21;»мущество;21.03.2022
218295,74;»мущество;12.11.2017
125674;»мущество;06.03.2018
205099,97;»мущество;21.12.2018
502696;»мущество;24.11.2020
16588,97;»мущество;21.09.2022
457313,86;»мущество;01.05.2019
21238,91;»мущество;16.05.2019
103555,38;»мущество;22.09.2017
355783,09;»мущество;11.05.2018
92621,74;»мущество;15.04.2018
113860,64;»мущество;03.07.2021
22872,67;»мущество;10.02.2020
141383,25;»мущество;05.08.2020
86086,69;»мущество;17.07.2018
149803,41;»мущество;05.10.2021
2262,13;»мущество;02.09.2019
77163,84;»мущество;14.01.2022
63151,19;»мущество;17.05.2020
14703,86;»мущество;15.06.2020
33931,98;»мущество;09.07.2018
83447,54;»мущество;15.12.2019
94129,83;»мущество;12.07.2017
14515,35;»мущество;02.06.2022
16965,99;»мущество;20.02.2020
89605,56;»мущество;06.11.2019
195674,42;»мущество;19.02.2021
79300,29;»мущество;01.06.2021
201832,44;»мущество;04.07.2019
273009,17;»мущество;13.01.2017
29784,74;»мущество;26.01.2019
62711,33;»мущество;19.08.2022
4021,57;»мущество;07.04.2017
61454,59;»мущество;04.11.2019
77415,18;»мущество;28.04.2019
13464,71;»мущество;07.02.2017
88348,82;»мущество;11.12.2022
187505,61;»мущество;29.04.2018
444508,94;»мущество;14.04.2021
78546,25;»мущество;29.11.2018
69623,4;»мущество;24.02.2018
53160,1;»мущество;15.10.2022
48761,51;»мущество;27.10.2021
125674;»мущество;02.10.2017
138367,07;»мущество;08.09.2021
71005,81;»мущество;22.12.2020
70000,42;»мущество;03.01.2018
61705,93;»мущество;25.06.2020
46195,88;»мущество;23.03.2021
50520,95;»мущество;13.04.2018
31292,83;»мущество;22.12.2020
241796,78;»мущество;19.11.2017
107325,6;»мущество;25.10.2021
39084,61;»мущество;23.04.2020
77415,18;»мущество;01.08.2017
49012,86;»мущество;13.02.2022
1743,1;»мущество;03.08.2021
43608,88;»мущество;02.09.2017
21050,4;»мущество;19.05.2018
13321,44;»мущество;07.03.2017
195925,77;»мущество;06.05.2017
194543,35;»мущество;13.10.2018
145119,21;»мущество;15.08.2021
80673,91;»мущество;10.04.2022
25260,47;»мущество;23.05.2018
7666,11;»мущество;12.01.2020
32549,57;»мущество;17.07.2018
125674;»мущество;13.07.2022
95260,89;»мущество;22.12.2020
502696;»мущество;21.11.2019
124417,26;»мущество;11.08.2022
130575,29;»мущество;08.11.2021
50018,25;»мущество;20.06.2021
78637,14;»мущество;06.08.2019
50520,95;»мущество;07.05.2017
48947,97;»мущество;25.08.2017
17720,03;»мущество;04.09.2020
16211,95;»мущество;10.06.2017
50395,27;»мущество;03.11.2022
72765,25;»мущество;27.03.2022
72639,57;»мущество;24.12.2018
16588,97;»мущество;06.09.2019
33177,94;»мущество;22.04.2021
74650,36;»мущество;01.07.2020
81688,1;»мущество;21.03.2021
51652,01;»мущество;07.03.2020
122657,82;»мущество;22.02.2020
488668,27;»мущество;07.08.2020
11813,36;»мущество;04.10.2019
398248,34;»мущество;24.02.2017
94129,83;»мущество;28.03.2021
78671,92;»мущество;15.06.2022
90887,44;»мущество;01.04.2020
221688,94;»мущество;04.10.2022
29142,54;»мущество;30.01.2020
385944,85;»мущество;20.07.2020
136104,94;»мущество;31.10.2022
147666,95;»мущество;26.08.2018
23375,36;»мущество;27.11.2019
198062,22;»мущество;29.03.2020
27899,63;»мущество;11.01.2019
21113,23;»мущество;13.09.2017
19416,63;»мущество;06.10.2020
47004,59;»мущество;25.06.2021
27145,58;»мущество;17.08.2017
16123,97;»мущество;23.10.2021
96236,42;»мущество;15.12.2019
31041,48;»мущество;30.06.2020
16337,62;»мущество;02.08.2019
125674;»мущество;05.11.2019
80180,01;»мущество;10.02.2021
10807,96;»мущество;21.12.2021
52873,79;»мущество;15.08.2021
2262,13;»мущество;07.05.2019
55572,97;»мущество;20.09.2019
31556,74;»мущество;29.08.2018
4147,24;»мущество;30.01.2021
55588,12;»мущество;29.03.2020
17343,01;»мущество;25.02.2021
30664,46;»мущество;12.03.2018
211760,69;»мущество;25.06.2019
18097,06;»мущество;07.05.2019
39461,64;»мущество;07.12.2019
226100,09;»мущество;08.04.2017
124183,23;»мущество;14.08.2019
502696;»мущество;10.04.2018
73016,59;»мущество;04.10.2020
36696,81;»мущество;10.04.2022
15583,58;»мущество;27.03.2022
10305,27;»мущество;20.08.2017
502696;»мущество;15.01.2022
10305,27;»мущество;04.10.2019
19102,45;»мущество;29.03.2019
432441,72;»мущество;13.03.2017
49264,21;»мущество;23.10.2022
33115,1;»мущество;06.06.2021
28653,67;»мущество;05.09.2020
88083,65;»мущество;04.09.2019
26827,52;»мущество;25.04.2021
110090,42;»мущество;31.07.2017
502696;»мущество;04.10.2022
164632,94;»мущество;23.12.2021
35954,69;»мущество;31.03.2021
180467,86;»мущество;26.04.2021
5403,98;»мущество;09.04.2020
-5403,98;»мущество;01.04.2020
94569,69;»мущество;12.08.2021
120647,04;»мущество;04.04.2020
45368,31;»мущество;10.05.2019
236267,12;»мущество;15.04.2017
133386,61;»мущество;01.02.2021
14703,86;»мущество;05.01.2021
26919,84;»мущество;16.12.2021
27271,26;»мущество;24.12.2017
29141,29;»мущество;23.10.2019
58689,76;»мущество;30.06.2017
69120,7;»мущество;06.04.2019
302146,69;»мущество;06.02.2019
60838,78;»мущество;23.10.2019
23897,72;»мущество;04.03.2022
84258,13;»мущество;16.02.2020
37827,87;»мущество;13.10.2021
14075,49;»мущество;14.02.2021
6409,37;»мущество;03.02.2019
21741,6;»мущество;20.02.2017
138995,44;»мущество;23.10.2021
84297,21;»мущество;23.03.2021
71948,37;»мущество;12.05.2019
38707,59;»мущество;19.03.2017
50897,97;»мущество;22.03.2022
2010,78;»мущество;07.07.2019
12781,05;»мущество;07.01.2021
502696;»мущество;15.04.2018
8671,51;»мущество;12.07.2019
33495,89;»мущество;18.02.2022
87469,1;»мущество;07.08.2020
124165,91;»мущество;17.10.2018
125674;»мущество;20.11.2017
34560,35;»мущество;08.09.2020
12818,75;»мущество;05.04.2021
10179,59;»мущество;31.01.2018
62082,96;»мущество;24.01.2017
11687,68;»мущество;16.06.2020
233681,13;»мущество;03.03.2017
10807,96;»мущество;17.07.2020
29156,37;»мущество;14.05.2019
34309;»мущество;24.02.2022
54793,86;»мущество;07.10.2018
355657,42;»мущество;22.05.2017
321222,74;»мущество;30.10.2018
278367,91;»мущество;10.06.2018
69372,05;»мущество;26.01.2019
56222,36;»мущество;01.09.2018
117379,52;»мущество;12.11.2017
12567,4;»мущество;06.07.2017
32298,22;»мущество;20.04.2019
74199,41;»мущество;03.07.2019
245290,51;»мущество;21.07.2020
31418,5;»мущество;07.11.2018
119264,63;»мущество;01.12.2019
104137,5;»мущество;22.05.2021
67926,8;»мущество;03.04.2021
88474,5;»мущество;11.06.2021
36445,46;»мущество;02.01.2018
92095,09;»мущество;15.03.2019
70691,63;»мущество;17.07.2021
105251,98;»мущество;15.12.2021
48007,47;»мущество;17.03.2021
12818,75;»мущество;19.06.2019
21385,94;»мущество;09.11.2020
79802,99;»мущество;16.02.2019
628370;»мущество;05.04.2022
105566,16;»мущество;29.07.2021
17343,01;»мущество;04.08.2020
137862,37;»мущество;28.04.2019
242927,84;»мущество;04.03.2017
20484,86;»мущество;03.03.2018
20484,86;»мущество;08.04.2021
60700,54;»мущество;20.07.2022
69905,96;»мущество;23.10.2020
28276,65;»мущество;26.05.2017
125674;»мущество;31.08.2019
39084,61;»мущество;16.09.2020
34937,37;»мущество;22.07.2018
171419,34;»мущество;28.05.2020
80557,03;»мущество;09.12.2020
37450,85;»мущество;15.09.2022
41409,58;»мущество;21.07.2021
23249,69;»мущество;13.06.2021
85408,28;»мущество;25.01.2018
20861,88;»мущество;13.05.2018
24255,08;»мущество;14.02.2022
22369,97;»мущество;26.12.2020
244459,13;»мущество;31.12.2020
165975,14;»мущество;27.08.2017
188511;»мущество;15.04.2022
596951,5;»мущество;07.02.2021
63151,19;»мущество;24.02.2021
103505,11;»мущество;20.02.2021
42980,51;»мущество;27.07.2021
50897,97;»мущество;11.09.2022
69372,05;»мущество;12.04.2022
41723,77;»мущество;24.10.2022
130952,31;»мущество;21.10.2021
113106,6;»мущество;03.05.2018
30538,78;»мущество;07.10.2017
25888,84;»мущество;14.07.2020
6409,37;»мущество;08.06.2021
40467,03;»мущество;11.10.2017
53537,12;»мущество;02.01.2018
8671,51;»мущество;14.02.2019
53537,12;»мущество;18.02.2021
32423,89;»мущество;13.06.2019
9167,92;»мущество;09.03.2021
78106,39;»мущество;15.09.2020
28905,02;»мущество;29.10.2022
441835,86;»мущество;05.11.2020
50620,43;»мущество;13.01.2020
200663,68;»мущество;29.06.2019
9174,2;»мущество;12.03.2017
294092,24;»мущество;19.06.2018
58312,74;»мущество;04.10.2020
11813,36;»мущество;13.01.2022
73142,27;»мущество;26.10.2021
417489,03;»мущество;28.06.2018
21194,92;»мущество;25.11.2018
24506,43;»мущество;29.03.2018
46876,4;»мущество;25.06.2022
20937,29;»мущество;04.08.2020
15709,25;»мущество;04.06.2022
502696;»мущество;28.11.2018
148546,67;»мущество;08.01.2020
88593,26;»мущество;18.07.2019
6283,7;»мущество;30.03.2020
42100,79;»мущество;03.03.2017
147038,58;»мущество;05.08.2019
13824,14;»мущество;10.03.2021
47756,12;»мущество;22.03.2021
109210,71;»мущество;27.01.2018
52406,06;»мущество;14.01.2019
35126,8;»мущество;09.05.2022
58187,06;»мущество;12.07.2017
13070,1;»мущество;21.08.2022
10556,62;»мущество;30.07.2021
107576,94;»мущество;03.01.2021
58815,43;»мущество;03.08.2017
-58815,43;»мущество;24.07.2019
70188,93;»мущество;26.10.2017
12454,29;»мущество;02.03.2018
41221,07;»мущество;20.11.2018
20736,21;»мущество;17.05.2019
75404,4;»мущество;18.09.2021
86413,44;»мущество;10.01.2019
7842,06;»мущество;05.10.2022
96781,55;»мущество;09.06.2020
22118,62;»мущество;07.11.2022
66355,87;»мущество;04.12.2021
77540,86;»мущество;26.06.2017
280630,04;»мущество;01.01.2019
19165,29;»мущество;01.06.2019
159304,36;»мущество;26.08.2022
261653,27;»мущество;30.01.2018
119661,13;»мущество;11.03.2018
265109,3;»мущество;18.08.2017
45996,68;»мущество;26.05.2021
125674;»мущество;01.07.2018
11687,68;»мущество;14.03.2022
30161,76;»мущество;04.07.2022
18159,89;»мущество;15.06.2020
64847,78;»мущество;02.10.2019
72639,57;»мущество;08.05.2022
247954,8;»мущество;18.05.2017
195184,93;»мущество;02.12.2021
25826,01;»мущество;05.11.2018
17594,36;»мущество;21.06.2021
23249,69;»мущество;06.12.2021
27648,28;»мущество;04.09.2022
27119,05;»мущество;24.11.2022
9174,2;»мущество;06.06.2020
265297,81;»мущество;02.07.2019
37953,55;»мущество;08.05.2021
43985,9;»мущество;05.11.2021
96894,65;»мущество;01.11.2019
113106,6;»мущество;02.01.2018
88348,82;»мущество;26.02.2019
50482,47;»мущество;20.02.2017
8420,16;»мущество;26.02.2018
10053,92;»мущество;12.05.2020
215530,91;»мущество;29.05.2020
31418,5;»мущество;22.08.2021
18725,43;»мущество;14.08.2017
44111,57;»мущество;06.05.2019
147792,62;»мущество;12.08.2018
81228,13;»мущество;27.04.2020
91860,15;»мущество;30.10.2018
20861,88;»мущество;12.11.2021
141257,58;»мущество;05.03.2017
20359,19;»мущество;28.01.2020
125674;»мущество;11.08.2018
61705,93;»мущество;09.07.2020
30350,27;»мущество;09.01.2022
314,19;»мущество;18.01.2020
80288,09;»мущество;18.06.2022
21490,25;»мущество;19.10.2020
25763,17;»мущество;31.03.2019
13447,12;»мущество;14.10.2018
35565,74;»мущество;14.06.2018
176823,32;»мущество;31.05.2018
367052,28;»мущество;22.11.2022
44111,57;»мущество;03.01.2017
24757,78;»мущество;14.03.2019
13547,66;»мущество;30.06.2019
119882,94;»мущество;20.07.2018
29139,57;»мущество;07.01.2017
329519,74;»мущество;07.09.2018
125674;»мущество;30.11.2018
19605,14;»мущество;01.06.2020
114614,69;»мущество;14.03.2017
3644,55;»мущество;23.08.2021
234130,66;»мущество;18.04.2021
4147,24;»мущество;27.06.2017
62020,12;»мущество;06.10.2022
64030,9;»мущество;22.08.2022
464993,8;»мущество;10.05.2021
22906,29;»мущество;19.01.2019
179336,8;»мущество;03.02.2018
28025,3;»мущество;02.08.2021
236267,41;»мущество;14.12.2021
73770,64;»мущество;07.06.2017
10305,27;»мущество;23.02.2020
125674;»мущество;07.03.2018
109569,81;»мущество;25.11.2022
33303,61;»мущество;29.11.2017
484478,9;»мущество;27.05.2017
184866,45;»мущество;17.08.2019
103304,03;»мущество;08.12.2022
29533,39;»мущество;21.08.2018
56624,7;»мущество;05.09.2017
123818,42;»мущество;24.02.2021
35440,07;»мущество;24.09.2021
171293,66;»мущество;10.06.2020
502696;»мущество;01.08.2018
70754,46;»мущество;07.07.2021
5906,68;»мущество;07.04.2017
33303,61;»мущество;22.08.2022
16588,97;»мущество;02.06.2022
15694,17;»мущество;15.03.2020
37702,2;»мущество;03.12.2022
92549,85;»мущество;30.11.2022
109085,03;»мущество;25.10.2017
98151,39;»мущество;25.04.2018
14452,51;»мущество;19.08.2020
260647,88;»мущество;20.03.2019
20107,84;»мущество;21.11.2018
17594,36;»мущество;26.03.2022
45368,31;»мущество;19.06.2021
31669,85;»мущество;15.09.2019
89479,89;»мущество;20.07.2018
321105,58;»мущество;12.03.2017
31698,63;»мущество;15.08.2020
24883,45;»мущество;25.12.2017
128438,83;»мущество;02.10.2018
128438,83;»мущество;30.01.2018
19605,14;»мущество;09.10.2017
10053,92;»мущество;23.04.2018
83321,86;»мущество;10.07.2022
32172,54;»мущество;02.03.2022
43483,2;»мущество;26.12.2021
99787,67;»мущество;14.09.2022
62837;»мущество;15.09.2017
37702,2;»мущество;30.11.2021
125674;»мущество;06.11.2020
23056,4;»мущество;12.04.2018
21741,6;»мущество;03.12.2019
32800,91;»мущество;11.01.2018
165009,96;»мущество;07.09.2019
18725,43;»мущество;07.02.2019
14578,18;»мущество;26.01.2017
67306,16;»мущество;05.02.2017
161365,42;»мущество;04.07.2018
33177,94;»мущество;20.12.2022
88223,15;»мущество;30.07.2020
41786,61;»мущество;17.03.2018
184615,11;»мущество;04.06.2021
10430,94;»мущество;20.02.2018
170577,32;»мущество;28.06.2017
